,price,brand_iro,brand_lululemon,brand_realisationpar,brand_reformation,brand_rouje,brand_sezane,brand_therow,brand_ullajohnson,brand_zimmermann,condition_preowned,category_bras,category_dresses,category_outerwear,category_tops
37084,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37085,46.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37086,30.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37087,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37088,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37089,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37090,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37091,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37092,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37093,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37094,13.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37095,80.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37096,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37097,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37098,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37099,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37100,22.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37101,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37102,20.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37103,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37104,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37105,15.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37106,35.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37107,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37108,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37109,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37110,40.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37111,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37112,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37113,13.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37114,80.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37115,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37116,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37117,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37118,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37119,22.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37120,20.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37121,32.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37122,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37123,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37124,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37125,46.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37126,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37127,40.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37128,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37129,40.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37130,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37131,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37132,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37133,13.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37134,80.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37135,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37136,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37137,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37138,22.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37139,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37140,20.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37141,32.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37142,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37143,46.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37144,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37145,40.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37146,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37147,40.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37148,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37149,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37150,13.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37151,80.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37152,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37153,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37154,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37155,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37156,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37157,20.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37158,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37159,94.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37160,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37161,15.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37162,40.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37163,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37164,40.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37165,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37166,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37167,13.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37168,80.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37169,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37170,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37171,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37172,22.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37173,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37174,20.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37175,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37176,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37177,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37178,15.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37179,35.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37180,40.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37181,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37182,40.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37183,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37184,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37185,13.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37186,80.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37187,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37188,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37189,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37190,22.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37191,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37192,20.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37193,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37194,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37195,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37196,35.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37197,40.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37198,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37199,40.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37200,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37201,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37202,13.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37203,80.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37204,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37205,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37206,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37207,22.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37208,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37209,20.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37210,32.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37211,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37212,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37213,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37214,46.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37215,30.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37216,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37217,40.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37218,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37219,28.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37220,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37221,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37222,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37223,80.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37224,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37225,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37226,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37227,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37228,22.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37229,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37230,20.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37231,32.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37232,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37233,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37234,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37235,15.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37236,35.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37237,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37238,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37239,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37240,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37241,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37242,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37243,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37244,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37245,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37246,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37247,22.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37248,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37249,20.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37250,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37251,94.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37252,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37253,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37254,46.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37255,35.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37256,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37257,40.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37258,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37259,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37260,40.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37261,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37262,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37263,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37264,13.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37265,80.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37266,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37267,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37268,22.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37269,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37270,20.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37271,32.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37272,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37273,94.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37274,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37275,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37276,46.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37277,30.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37278,15.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37279,40.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37280,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37281,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37282,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37283,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37284,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37285,13.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37286,80.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37287,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37288,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37289,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37290,22.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37291,20.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37292,32.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37293,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37294,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37295,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37296,46.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37297,30.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37298,15.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37299,40.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37300,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37301,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37302,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37303,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37304,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37305,13.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37306,80.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37307,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37308,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37309,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37310,22.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37311,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37312,20.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37313,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37314,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37315,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37316,46.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37317,15.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37318,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37319,40.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37320,28.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37321,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37322,40.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37323,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37324,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37325,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37326,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37327,80.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37328,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37329,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37330,22.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37331,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37332,20.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37333,32.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37334,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37335,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37336,46.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37337,30.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37338,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37339,40.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37340,28.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37341,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37342,40.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37343,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37344,25.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37345,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37346,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37347,80.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37348,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37349,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37350,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37351,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37352,20.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37353,32.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37354,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37355,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37356,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37357,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37358,30.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37359,15.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37360,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37361,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37362,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37363,30.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
37364,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37365,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
37366,13.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37367,80.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37368,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
