,Summary,Price,Brand,Condition,Category,Site
75,"sold  sep 16, 2019lululemon define 2 jacket brushed gray black",31.99,lululemon,PreOwned,outerwear,eBay
76,"sold  sep 16, 2019lululemon cool racerback tank top granite black mojave tan marbled size 4",23.37,lululemon,PreOwned,tops,eBay
77,"sold  sep 16, 2019lululemon athletica in stride jacket size 6 full zip black",34.00,lululemon,PreOwned,outerwear,eBay
78,"sold  sep 16, 2019lululemon women’s speed up shorts 2.5” sz4",27.00,lululemon,PreOwned,bottoms,eBay
79,"sold  sep 16, 2019lululemon  crop capri yoga leggings size 12",14.99,lululemon,PreOwned,bottoms,eBay
80,"sold  sep 16, 2019lululemon scuba hoodie size 6",9.00,lululemon,PreOwned,outerwear,eBay
81,"sold  sep 16, 2019lululemon crossback tank top sugar crush multi silver fox size 4.",10.00,lululemon,PreOwned,tops,eBay
82,"sold  sep 16, 2019lululemon leggings womens size 6 athletic cropped mesh pants",35.00,lululemon,PreOwned,bottoms,eBay
83,"sold  sep 16, 2019lululemon victorias secret forever 21 lot of 6 tanks & hoodie xs s 4",9.50,lululemon,PreOwned,tops,eBay
84,"sold  sep 16, 2019lululemon short sleeve fitted yellow workout top shirt scoop neck size 2",19.00,lululemon,PreOwned,tops,eBay
85,"sold  sep 16, 2019lululemon women’s speed up shorts 2.5” sz4",46.00,lululemon,PreOwned,bottoms,eBay
86,"sold  sep 16, 2019lululemon womens size 8 awesoma henley hyper stripe slate gray v neck top",26.99,lululemon,PreOwned,tops,eBay
87,"sold  sep 16, 2019lululemon mens size medium tights metal vent",41.39,lululemon,PreOwned,bottoms,eBay
88,"sold  sep 16, 2019lululemon ""what the sport short"" full-on luxtreme size 6 ~ yoga blushed illusion",29.99,lululemon,PreOwned,bottoms,eBay
89,"sold  sep 16, 2019lululemon swiftly long sleeve blue glow 4",41.00,lululemon,PreOwned,other,eBay
90,"sold  sep 16, 2019lululemon wide leg pants size 4 - navy blue",15.00,lululemon,PreOwned,bottoms,eBay
91,"sold  sep 16, 2019lululemon athletica womens top athletic fitness size 4 white",26.38,lululemon,PreOwned,tops,eBay
92,"sold  sep 16, 2019lululemon tight stuff tight red cranberry scalloped reflective 7/8 size 2 #071",75.00,lululemon,PreOwned,other,eBay
93,"sold  sep 16, 2019lululemon women’s speed up shorts 2.5” sz4",30.00,lululemon,PreOwned,bottoms,eBay
94,"sold  sep 16, 2019lululemon women’s black pull over half zip hoodie/sweater/top size 6",35.00,lululemon,PreOwned,tops,eBay
95,"sold  sep 16, 2019women’s lululemon pace rival skirt / skort tennis running black size 6",32.99,lululemon,PreOwned,bottoms,eBay
96,"sold  sep 16, 2019lululemon commission warpstreme men’s shorts 36 true navy",35.00,lululemon,PreOwned,bottoms,eBay
97,"sold  sep 16, 2019euc lululemon pace setter skirt white tennis run golf train size 4 tall",44.99,lululemon,PreOwned,bottoms,eBay
98,"sold  sep 16, 2019mens lululemon kung fu 2.0 large deep navy blue track pants commission abc surge",45.99,lululemon,PreOwned,bottoms,eBay
99,"sold  sep 16, 2019lululemon knot gonna fly tee hood modern stripe heathered black size 2",29.99,lululemon,PreOwned,tops,eBay
100,"sold  sep 16, 2019lululemon core shorts men’s medium",34.00,lululemon,PreOwned,bottoms,eBay
101,"sold  sep 16, 2019lululemon 10-sculpt tank ii- black",25.50,lululemon,PreOwned,tops,eBay
102,"sold  sep 16, 2019lululemon olive green joggers - size large - barely worn! (retail $128)",44.00,lululemon,PreOwned,other,eBay
103,"sold  sep 16, 2019lululemon first mile tech tight fleece cold weather leggings black sz 8",59.99,lululemon,PreOwned,bottoms,eBay
104,"sold  sep 16, 2019mens lululemon black pullover crew sweater sz l",40.49,lululemon,PreOwned,outerwear,eBay
105,"sold  sep 16, 2019lululemon shorts mens small good condition",35.76,lululemon,PreOwned,bottoms,eBay
106,"sold  sep 16, 2019lululemon tank & bra 2 white scrappy back",5.20,lululemon,PreOwned,tops,eBay
107,"sold  sep 16, 2019lululemon hooded work out track jacket thumb holes size 10 ",44.99,lululemon,PreOwned,outerwear,eBay
108,"sold  sep 16, 2019lululemon women’s black short sz 2",14.00,lululemon,PreOwned,bottoms,eBay
109,"sold  sep 16, 2019lululemon capri leggings gray grey sz 2",23.50,lululemon,PreOwned,bottoms,eBay
110,"sold  sep 16, 2019lululemon run pacesetter skirt sz 6 cadet blue stripe pace setter skort",43.16,lululemon,PreOwned,bottoms,eBay
111,"sold  sep 16, 2019lululemon awareness wrap hoodie jacket black w/ purple dip dye lining sz 4 rare",54.99,lululemon,PreOwned,outerwear,eBay
112,"sold  sep 16, 2019lululemon wunder under cropped leggings black womens size 8",39.99,lululemon,PreOwned,bottoms,eBay
113,"sold  sep 16, 2019mint worn 2x men's lululemon free style polo light blue golf size x large xl",25.99,lululemon,PreOwned,other,eBay
114,"sold  sep 16, 2019sale! lululemon dynamic black & purple tank top womens size 8 yoga fitness",19.99,lululemon,PreOwned,tops,eBay
115,"sold  sep 16, 2019lululemon women’s red short sz 4",33.00,lululemon,PreOwned,bottoms,eBay
116,"sold  sep 16, 2019lululemon classic solid black tee athletic tee shirt size 4 lightweight ",19.99,lululemon,PreOwned,tops,eBay
117,"sold  sep 16, 2019lululemon 6 zip up jacket ,blackish, thumbholes, front zip pockets",35.00,lululemon,PreOwned,outerwear,eBay
118,"sold  sep 16, 2019lululemon womens size 8 seawheeze 2013 tracker shorts multicolored plaid",50.00,lululemon,PreOwned,bottoms,eBay
119,"sold  sep 16, 2019womens lululemon size 4 pants gray euc",26.00,lululemon,PreOwned,bottoms,eBay
120,"sold  sep 16, 2019lululemon speed short mind over miles women's shorts white size 2",22.99,lululemon,PreOwned,bottoms,eBay
121,"sold  sep 16, 2019lululemon ripple effect tank side-cinched sz 2 heathered dusty dawn purple",24.70,lululemon,PreOwned,tops,eBay
122,"sold  sep 16, 2019lululemon women’s speed up shorts 2.5” sz4",27.00,lululemon,PreOwned,bottoms,eBay
123,"sold  sep 16, 2019lululemon define 2 jacket brushed gray black",31.99,lululemon,PreOwned,outerwear,eBay
124,"sold  sep 16, 2019lululemon cool racerback tank top granite black mojave tan marbled size 4",23.37,lululemon,PreOwned,tops,eBay
125,"sold  sep 16, 2019lululemon athletica in stride jacket size 6 full zip black",34.00,lululemon,PreOwned,outerwear,eBay
126,"sold  sep 16, 2019lululemon women’s speed up shorts 2.5” sz4",27.00,lululemon,PreOwned,bottoms,eBay
127,"sold  sep 16, 2019lululemon  crop capri yoga leggings size 12",14.99,lululemon,PreOwned,bottoms,eBay
128,"sold  sep 16, 2019lululemon scuba hoodie size 6",9.00,lululemon,PreOwned,outerwear,eBay
129,"sold  sep 16, 2019lululemon crossback tank top sugar crush multi silver fox size 4.",10.00,lululemon,PreOwned,tops,eBay
130,"sold  sep 16, 2019lululemon leggings womens size 6 athletic cropped mesh pants",35.00,lululemon,PreOwned,bottoms,eBay
131,"sold  sep 16, 2019lululemon victorias secret forever 21 lot of 6 tanks & hoodie xs s 4",9.50,lululemon,PreOwned,tops,eBay
132,"sold  sep 16, 2019lululemon short sleeve fitted yellow workout top shirt scoop neck size 2",19.00,lululemon,PreOwned,tops,eBay
133,"sold  sep 16, 2019lululemon women’s speed up shorts 2.5” sz4",46.00,lululemon,PreOwned,bottoms,eBay
134,"sold  sep 16, 2019lululemon womens size 8 awesoma henley hyper stripe slate gray v neck top",26.99,lululemon,PreOwned,tops,eBay
135,"sold  sep 16, 2019lululemon mens size medium tights metal vent",41.39,lululemon,PreOwned,bottoms,eBay
136,"sold  sep 16, 2019lululemon ""what the sport short"" full-on luxtreme size 6 ~ yoga blushed illusion",29.99,lululemon,PreOwned,bottoms,eBay
137,"sold  sep 16, 2019lululemon swiftly long sleeve blue glow 4",41.00,lululemon,PreOwned,other,eBay
138,"sold  sep 16, 2019lululemon wide leg pants size 4 - navy blue",15.00,lululemon,PreOwned,bottoms,eBay
139,"sold  sep 16, 2019lululemon athletica womens top athletic fitness size 4 white",26.38,lululemon,PreOwned,tops,eBay
140,"sold  sep 16, 2019lululemon tight stuff tight red cranberry scalloped reflective 7/8 size 2 #071",75.00,lululemon,PreOwned,other,eBay
141,"sold  sep 16, 2019lululemon women’s speed up shorts 2.5” sz4",30.00,lululemon,PreOwned,bottoms,eBay
142,"sold  sep 16, 2019lululemon women’s black pull over half zip hoodie/sweater/top size 6",35.00,lululemon,PreOwned,tops,eBay
143,"sold  sep 16, 2019women’s lululemon pace rival skirt / skort tennis running black size 6",32.99,lululemon,PreOwned,bottoms,eBay
144,"sold  sep 16, 2019euc lululemon pace setter skirt white tennis run golf train size 4 tall",44.99,lululemon,PreOwned,bottoms,eBay
145,"sold  sep 16, 2019lululemon knot gonna fly tee hood modern stripe heathered black size 2",29.99,lululemon,PreOwned,tops,eBay
146,"sold  sep 16, 2019lululemon core shorts men’s medium",34.00,lululemon,PreOwned,bottoms,eBay
147,"sold  sep 16, 2019lululemon 10-sculpt tank ii- black",25.50,lululemon,PreOwned,tops,eBay
148,"sold  sep 16, 2019lululemon olive green joggers - size large - barely worn! (retail $128)",44.00,lululemon,PreOwned,other,eBay
149,"sold  sep 16, 2019lululemon first mile tech tight fleece cold weather leggings black sz 8",59.99,lululemon,PreOwned,bottoms,eBay
150,"sold  sep 16, 2019mens lululemon black pullover crew sweater sz l",40.49,lululemon,PreOwned,outerwear,eBay
151,"sold  sep 16, 2019lululemon shorts mens small good condition",35.76,lululemon,PreOwned,bottoms,eBay
152,"sold  sep 16, 2019lululemon tank & bra 2 white scrappy back",5.20,lululemon,PreOwned,tops,eBay
153,"sold  sep 16, 2019lululemon hooded work out track jacket thumb holes size 10 ",44.99,lululemon,PreOwned,outerwear,eBay
154,"sold  sep 16, 2019lululemon women’s black short sz 2",14.00,lululemon,PreOwned,bottoms,eBay
155,"sold  sep 16, 2019lululemon capri leggings gray grey sz 2",23.50,lululemon,PreOwned,bottoms,eBay
156,"sold  sep 16, 2019lululemon run pacesetter skirt sz 6 cadet blue stripe pace setter skort",43.16,lululemon,PreOwned,bottoms,eBay
157,"sold  sep 16, 2019lululemon awareness wrap hoodie jacket black w/ purple dip dye lining sz 4 rare",54.99,lululemon,PreOwned,outerwear,eBay
158,"sold  sep 16, 2019lululemon wunder under cropped leggings black womens size 8",39.99,lululemon,PreOwned,bottoms,eBay
159,"sold  sep 16, 2019mint worn 2x men's lululemon free style polo light blue golf size x large xl",25.99,lululemon,PreOwned,other,eBay
160,"sold  sep 16, 2019sale! lululemon dynamic black & purple tank top womens size 8 yoga fitness",19.99,lululemon,PreOwned,tops,eBay
161,"sold  sep 16, 2019lululemon women’s red short sz 4",33.00,lululemon,PreOwned,bottoms,eBay
162,"sold  sep 16, 2019lululemon classic solid black tee athletic tee shirt size 4 lightweight ",19.99,lululemon,PreOwned,tops,eBay
163,"sold  sep 16, 2019lululemon 6 zip up jacket ,blackish, thumbholes, front zip pockets",35.00,lululemon,PreOwned,outerwear,eBay
164,"sold  sep 16, 2019lululemon womens size 8 seawheeze 2013 tracker shorts multicolored plaid",50.00,lululemon,PreOwned,bottoms,eBay
165,"sold  sep 16, 2019womens lululemon size 4 pants gray euc",26.00,lululemon,PreOwned,bottoms,eBay
166,"sold  sep 16, 2019lululemon speed short mind over miles women's shorts white size 2",22.99,lululemon,PreOwned,bottoms,eBay
167,"sold  sep 16, 2019lululemon ripple effect tank side-cinched sz 2 heathered dusty dawn purple",24.70,lululemon,PreOwned,tops,eBay
168,"sold  sep 16, 2019lululemon women’s speed up shorts 2.5” sz4",27.00,lululemon,PreOwned,bottoms,eBay
169,"sold  sep 16, 2019lululemon define 2 jacket brushed gray black",31.99,lululemon,PreOwned,outerwear,eBay
170,"sold  sep 16, 2019lululemon cool racerback tank top granite black mojave tan marbled size 4",23.37,lululemon,PreOwned,tops,eBay
171,"sold  sep 16, 2019lululemon athletica in stride jacket size 6 full zip black",34.00,lululemon,PreOwned,outerwear,eBay
172,"sold  sep 16, 2019lululemon women’s speed up shorts 2.5” sz4",27.00,lululemon,PreOwned,bottoms,eBay
173,"sold  sep 16, 2019lululemon  crop capri yoga leggings size 12",14.99,lululemon,PreOwned,bottoms,eBay
174,"sold  sep 16, 2019lululemon scuba hoodie size 6",9.00,lululemon,PreOwned,outerwear,eBay
