,Summary,Price,Brand,Condition,Category,Site
387,"sold  sep 16, 2019$78 reformation iris ribbed button down top size s small ",49.99,Reformation,New,tops,eBay
388,"sold  sep 16, 2019reformation lasker coat size medium",66.00,Reformation,New,outerwear,eBay
389,"sold  sep 16, 2019reformation lasker coat size medium",65.00,Reformation,New,outerwear,eBay
390,"sold  sep 16, 2019reformation blush wrap style midi dress size s, uk8-10 new",74.75,Reformation,New,dresses,eBay
391,"sold  sep 16, 2019nwot reformation white linen long dress side slit apron style size small",60.00,Reformation,New,dresses,eBay
392,"sold  sep 16, 2019new! reformation | clark striped ribbed tee shirt blue white long sleeve fitted",39.99,Reformation,New,tops,eBay
393,"sold  sep 16, 2019reformation henna wrap fringe dress black xs new",48.20,Reformation,New,dresses,eBay
394,"sold  sep 16, 2019new reformation sammi ribbed turtleneck mini dress lipstick red size small $148",58.98,Reformation,New,dresses,eBay
395,"sold  sep 15, 2019nwt new reformation crimini slipdress in size 10 ",75.00,Reformation,New,dresses,eBay
396,"sold  sep 15, 2019reformation zoe side slit midi skirt bebe size 6 sold out",140.00,Reformation,New,bottoms,eBay
397,"sold  sep 15, 2019new reformation lilah mini dress size small cap sleeve sheath keyhole 5248",79.99,Reformation,New,dresses,eBay
398,"sold  sep 15, 2019reformation kealy midi dress size 10 blue floral current nwt $218",115.00,Reformation,New,dresses,eBay
399,"sold  sep 15, 2019$200 reformation eileen stripe midi linen dress size 6",149.99,Reformation,New,dresses,eBay
400,"sold  sep 15, 2019reformation women’s bryce 29 ginger cut off relaxed jean shorts new nwt blue",59.99,Reformation,New,bottoms,eBay
401,"sold  sep 15, 2019reformation womens lexi lace up sleeveless square neck denim blouse blue size 4",32.00,Reformation,New,other,eBay
402,"sold  sep 15, 2019reformation black women's size 2 floral vanessa long sleeve dress, nwt!",149.99,Reformation,New,dresses,eBay
403,"sold  sep 15, 2019brand new reformation midi dress. blue. unworn with tags. uk- xs/ us- 0/ eu- 32",124.59,Reformation,New,bras,eBay
404,"sold  sep 15, 2019nwt reformation bridgette bodysuit small brandy melville faithfull",28.00,Reformation,New,bras,eBay
405,"sold  sep 15, 2019nwt reformation rose romper 6 jumpsuit linen christy dawn style",112.00,Reformation,New,jumpsuits,eBay
406,"sold  sep 15, 2019reformation britten dress",150.00,Reformation,New,dresses,eBay
407,"sold  sep 15, 2019reformation emmie lace trim linen camisole white m nwt $52",15.00,Reformation,New,other,eBay
408,"sold  sep 15, 2019reformation persimmon dress, size 4, red/white, perfect condition",54.00,Reformation,New,dresses,eBay
409,"sold  sep 15, 2019nwot reformation bruno dress 2 xs s as seen on lily aldridge and christy dawn",65.00,Reformation,New,dresses,eBay
410,"sold  sep 15, 2019stunning reformation 'heidi' floral midi dress bell sleeve 70s us 0/2 uk 4/6 xs",74.75,Reformation,New,dresses,eBay
411,"sold  sep 15, 2019nwt reformation lou dress small emerald green",89.00,Reformation,New,dresses,eBay
412,"sold  sep 15, 2019nwt reformation jeans black lou dress s",75.00,Reformation,New,bottoms,eBay
413,"sold  sep 15, 2019reformation gisele top",34.99,Reformation,New,tops,eBay
414,"sold  sep 15, 2019reformation bermuda dress size l",38.00,Reformation,New,dresses,eBay
415,"sold  sep 15, 2019reformation tori dress size 12",42.00,Reformation,New,dresses,eBay
416,"sold  sep 15, 2019nwt reformation marci dress in blush pink flare bottom size small $118.00",98.00,Reformation,New,dresses,eBay
417,"sold  sep 15, 2019reformation stevie minidress in ansel size 0",60.00,Reformation,New,dresses,eBay
418,"sold  sep 15, 2019reformation 'barton' wool coat, camel, current season --  xs",299.99,Reformation,New,outerwear,eBay
419,"sold  sep 15, 2019nwt reformation marine jean white high rise wide cropped legs sz 25",89.99,Reformation,New,bottoms,eBay
420,"sold  sep 15, 2019reformation serengeti yellow linen midi dress w/ belt nwot size 8",69.00,Reformation,New,dresses,eBay
421,"sold  sep 15, 2019reformation body con stylish size 8 / xs stunning 80s dress vintage look",26.16,Reformation,New,dresses,eBay
422,"sold  sep 15, 2019reformation red & black velvet onyx dress",100.00,Reformation,New,dresses,eBay
423,"sold  sep 15, 2019brand new reformation alma midi dress leopard sz 2 nwt $218",140.00,Reformation,New,bras,eBay
424,"sold  sep 15, 2019reformation liza dress size 4 silk nwt",100.00,Reformation,New,dresses,eBay
425,"sold  sep 14, 2019nwt reformation black caressa dress small sold out fast",65.00,Reformation,New,dresses,eBay
426,"sold  sep 14, 2019nwt reformation nelly high neck mock top ribbed knit red fitted size xs",35.00,Reformation,New,tops,eBay
427,"sold  sep 14, 2019reformation daisy top size xs",47.00,Reformation,New,tops,eBay
428,"sold  sep 14, 2019reformation bardot tee top ribbed xs s nwt black ballet square neck",40.00,Reformation,New,tops,eBay
429,"sold  sep 14, 2019nwot reformation gwenyth wrap dress - s",249.00,Reformation,New,dresses,eBay
430,"sold  sep 14, 2019reformation nebraska linen dress size 6 nwt $218",105.50,Reformation,New,bras,eBay
431,"sold  sep 14, 2019nwot reformation daryn fletcher jacket small black blazer coat doen $300",128.00,Reformation,New,outerwear,eBay
432,"sold  sep 16, 2019$320 reformation women's roman midi black floral sun dress sleeveless size 12",45.47,Reformation,New,dresses,eBay
433,"sold  sep 16, 2019reformation florence skirt s small bnwt",51.08,Reformation,New,bottoms,eBay
434,"sold  sep 16, 2019reformation navy paisley mini wrap dress size xs nwt",49.82,Reformation,New,dresses,eBay
435,"sold  sep 16, 2019$78 reformation iris ribbed button down top size s small ",49.99,Reformation,New,tops,eBay
436,"sold  sep 16, 2019reformation lasker coat size medium",66.00,Reformation,New,outerwear,eBay
437,"sold  sep 16, 2019reformation lasker coat size medium",65.00,Reformation,New,outerwear,eBay
438,"sold  sep 16, 2019reformation blush wrap style midi dress size s, uk8-10 new",74.75,Reformation,New,dresses,eBay
439,"sold  sep 16, 2019nwot reformation white linen long dress side slit apron style size small",60.00,Reformation,New,dresses,eBay
440,"sold  sep 16, 2019new reformation sammi ribbed turtleneck mini dress lipstick red size small $148",58.98,Reformation,New,dresses,eBay
441,"sold  sep 15, 2019nwt new reformation crimini slipdress in size 10 ",75.00,Reformation,New,dresses,eBay
442,"sold  sep 15, 2019reformation zoe side slit midi skirt bebe size 6 sold out",140.00,Reformation,New,bottoms,eBay
443,"sold  sep 15, 2019new reformation lilah mini dress size small cap sleeve sheath keyhole 5248",79.99,Reformation,New,dresses,eBay
444,"sold  sep 15, 2019reformation kealy midi dress size 10 blue floral current nwt $218",115.00,Reformation,New,dresses,eBay
445,"sold  sep 15, 2019$200 reformation eileen stripe midi linen dress size 6",149.99,Reformation,New,dresses,eBay
446,"sold  sep 15, 2019reformation women’s bryce 29 ginger cut off relaxed jean shorts new nwt blue",59.99,Reformation,New,bottoms,eBay
447,"sold  sep 15, 2019reformation womens lexi lace up sleeveless square neck denim blouse blue size 4",32.00,Reformation,New,other,eBay
448,"sold  sep 15, 2019reformation black women's size 2 floral vanessa long sleeve dress, nwt!",149.99,Reformation,New,dresses,eBay
449,"sold  sep 15, 2019brand new reformation midi dress. blue. unworn with tags. uk- xs/ us- 0/ eu- 32",124.59,Reformation,New,bras,eBay
450,"sold  sep 15, 2019nwt reformation bridgette bodysuit small brandy melville faithfull",28.00,Reformation,New,bras,eBay
451,"sold  sep 15, 2019nwt reformation rose romper 6 jumpsuit linen christy dawn style",112.00,Reformation,New,jumpsuits,eBay
452,"sold  sep 15, 2019reformation britten dress",150.00,Reformation,New,dresses,eBay
453,"sold  sep 15, 2019reformation emmie lace trim linen camisole white m nwt $52",15.00,Reformation,New,other,eBay
454,"sold  sep 15, 2019reformation persimmon dress, size 4, red/white, perfect condition",54.00,Reformation,New,dresses,eBay
455,"sold  sep 15, 2019nwot reformation bruno dress 2 xs s as seen on lily aldridge and christy dawn",65.00,Reformation,New,dresses,eBay
456,"sold  sep 15, 2019stunning reformation 'heidi' floral midi dress bell sleeve 70s us 0/2 uk 4/6 xs",74.75,Reformation,New,dresses,eBay
457,"sold  sep 15, 2019nwt reformation lou dress small emerald green",89.00,Reformation,New,dresses,eBay
458,"sold  sep 15, 2019nwt reformation jeans black lou dress s",75.00,Reformation,New,bottoms,eBay
459,"sold  sep 15, 2019reformation gisele top",34.99,Reformation,New,tops,eBay
460,"sold  sep 15, 2019reformation bermuda dress size l",38.00,Reformation,New,dresses,eBay
461,"sold  sep 15, 2019reformation tori dress size 12",42.00,Reformation,New,dresses,eBay
462,"sold  sep 15, 2019nwt reformation marci dress in blush pink flare bottom size small $118.00",98.00,Reformation,New,dresses,eBay
463,"sold  sep 15, 2019reformation stevie minidress in ansel size 0",60.00,Reformation,New,dresses,eBay
464,"sold  sep 15, 2019reformation 'barton' wool coat, camel, current season --  xs",299.99,Reformation,New,outerwear,eBay
465,"sold  sep 15, 2019nwt reformation marine jean white high rise wide cropped legs sz 25",89.99,Reformation,New,bottoms,eBay
466,"sold  sep 15, 2019reformation serengeti yellow linen midi dress w/ belt nwot size 8",69.00,Reformation,New,dresses,eBay
467,"sold  sep 15, 2019reformation body con stylish size 8 / xs stunning 80s dress vintage look",26.16,Reformation,New,dresses,eBay
468,"sold  sep 15, 2019reformation red & black velvet onyx dress",100.00,Reformation,New,dresses,eBay
469,"sold  sep 15, 2019brand new reformation alma midi dress leopard sz 2 nwt $218",140.00,Reformation,New,bras,eBay
470,"sold  sep 15, 2019reformation liza dress size 4 silk nwt",100.00,Reformation,New,dresses,eBay
471,"sold  sep 14, 2019nwt reformation black caressa dress small sold out fast",65.00,Reformation,New,dresses,eBay
472,"sold  sep 14, 2019nwt reformation nelly high neck mock top ribbed knit red fitted size xs",35.00,Reformation,New,tops,eBay
473,"sold  sep 14, 2019reformation daisy top size xs",47.00,Reformation,New,tops,eBay
474,"sold  sep 14, 2019reformation bardot tee top ribbed xs s nwt black ballet square neck",40.00,Reformation,New,tops,eBay
475,"sold  sep 14, 2019nwot reformation gwenyth wrap dress - s",249.00,Reformation,New,dresses,eBay
476,"sold  sep 14, 2019reformation nebraska linen dress size 6 nwt $218",105.50,Reformation,New,bras,eBay
477,"sold  sep 14, 2019nwot reformation daryn fletcher jacket small black blazer coat doen $300",128.00,Reformation,New,outerwear,eBay
478,"sold  sep 14, 2019reformation graciella dress - black - size 2",175.00,Reformation,New,dresses,eBay
479,"sold  sep 14, 2019reformation navy blue crepe gavin cap sleeve cutout back high slit midi dress 2",199.95,Reformation,New,dresses,eBay
480,"sold  sep 16, 2019$320 reformation women's roman midi black floral sun dress sleeveless size 12",45.47,Reformation,New,dresses,eBay
481,"sold  sep 16, 2019reformation florence skirt s small bnwt",51.08,Reformation,New,bottoms,eBay
482,"sold  sep 16, 2019reformation navy paisley mini wrap dress size xs nwt",49.82,Reformation,New,dresses,eBay
483,"sold  sep 16, 2019$78 reformation iris ribbed button down top size s small ",49.99,Reformation,New,tops,eBay
484,"sold  sep 16, 2019reformation lasker coat size medium",66.00,Reformation,New,outerwear,eBay
485,"sold  sep 16, 2019reformation lasker coat size medium",65.00,Reformation,New,outerwear,eBay
486,"sold  sep 16, 2019reformation blush wrap style midi dress size s, uk8-10 new",74.75,Reformation,New,dresses,eBay
487,"sold  sep 16, 2019nwot reformation white linen long dress side slit apron style size small",60.00,Reformation,New,dresses,eBay
488,"sold  sep 16, 2019new! reformation | clark striped ribbed tee shirt blue white long sleeve fitted",39.99,Reformation,New,tops,eBay
489,"sold  sep 16, 2019reformation henna wrap fringe dress black xs new",48.20,Reformation,New,dresses,eBay
490,"sold  sep 16, 2019new reformation sammi ribbed turtleneck mini dress lipstick red size small $148",58.98,Reformation,New,dresses,eBay
491,"sold  sep 15, 2019nwt new reformation crimini slipdress in size 10 ",75.00,Reformation,New,dresses,eBay
492,"sold  sep 15, 2019reformation zoe side slit midi skirt bebe size 6 sold out",140.00,Reformation,New,bottoms,eBay
493,"sold  sep 15, 2019new reformation lilah mini dress size small cap sleeve sheath keyhole 5248",79.99,Reformation,New,dresses,eBay
494,"sold  sep 15, 2019reformation kealy midi dress size 10 blue floral current nwt $218",115.00,Reformation,New,dresses,eBay
495,"sold  sep 15, 2019$200 reformation eileen stripe midi linen dress size 6",149.99,Reformation,New,dresses,eBay
496,"sold  sep 15, 2019reformation women’s bryce 29 ginger cut off relaxed jean shorts new nwt blue",59.99,Reformation,New,bottoms,eBay
497,"sold  sep 15, 2019reformation womens lexi lace up sleeveless square neck denim blouse blue size 4",32.00,Reformation,New,other,eBay
498,"sold  sep 15, 2019reformation black women's size 2 floral vanessa long sleeve dress, nwt!",149.99,Reformation,New,dresses,eBay
499,"sold  sep 15, 2019brand new reformation midi dress. blue. unworn with tags. uk- xs/ us- 0/ eu- 32",124.59,Reformation,New,bras,eBay
500,"sold  sep 15, 2019nwt reformation bridgette bodysuit small brandy melville faithfull",28.00,Reformation,New,bras,eBay
501,"sold  sep 15, 2019nwt reformation rose romper 6 jumpsuit linen christy dawn style",112.00,Reformation,New,jumpsuits,eBay
502,"sold  sep 15, 2019reformation britten dress",150.00,Reformation,New,dresses,eBay
503,"sold  sep 15, 2019reformation emmie lace trim linen camisole white m nwt $52",15.00,Reformation,New,other,eBay
504,"sold  sep 15, 2019reformation persimmon dress, size 4, red/white, perfect condition",54.00,Reformation,New,dresses,eBay
505,"sold  sep 15, 2019nwot reformation bruno dress 2 xs s as seen on lily aldridge and christy dawn",65.00,Reformation,New,dresses,eBay
506,"sold  sep 15, 2019stunning reformation 'heidi' floral midi dress bell sleeve 70s us 0/2 uk 4/6 xs",74.75,Reformation,New,dresses,eBay
507,"sold  sep 15, 2019nwt reformation lou dress small emerald green",89.00,Reformation,New,dresses,eBay
508,"sold  sep 15, 2019nwt reformation jeans black lou dress s",75.00,Reformation,New,bottoms,eBay
509,"sold  sep 15, 2019reformation gisele top",34.99,Reformation,New,tops,eBay
510,"sold  sep 15, 2019reformation bermuda dress size l",38.00,Reformation,New,dresses,eBay
511,"sold  sep 15, 2019reformation tori dress size 12",42.00,Reformation,New,dresses,eBay
512,"sold  sep 15, 2019nwt reformation marci dress in blush pink flare bottom size small $118.00",98.00,Reformation,New,dresses,eBay
513,"sold  sep 15, 2019reformation stevie minidress in ansel size 0",60.00,Reformation,New,dresses,eBay
514,"sold  sep 15, 2019reformation 'barton' wool coat, camel, current season --  xs",299.99,Reformation,New,outerwear,eBay
515,"sold  sep 15, 2019nwt reformation marine jean white high rise wide cropped legs sz 25",89.99,Reformation,New,bottoms,eBay
516,"sold  sep 15, 2019reformation serengeti yellow linen midi dress w/ belt nwot size 8",69.00,Reformation,New,dresses,eBay
517,"sold  sep 15, 2019reformation body con stylish size 8 / xs stunning 80s dress vintage look",26.16,Reformation,New,dresses,eBay
518,"sold  sep 15, 2019reformation red & black velvet onyx dress",100.00,Reformation,New,dresses,eBay
519,"sold  sep 15, 2019brand new reformation alma midi dress leopard sz 2 nwt $218",140.00,Reformation,New,bras,eBay
520,"sold  sep 15, 2019reformation liza dress size 4 silk nwt",100.00,Reformation,New,dresses,eBay
521,"sold  sep 14, 2019nwt reformation black caressa dress small sold out fast",65.00,Reformation,New,dresses,eBay
522,"sold  sep 14, 2019nwt reformation nelly high neck mock top ribbed knit red fitted size xs",35.00,Reformation,New,tops,eBay
523,"sold  sep 14, 2019reformation daisy top size xs",47.00,Reformation,New,tops,eBay
524,"sold  sep 14, 2019reformation bardot tee top ribbed xs s nwt black ballet square neck",40.00,Reformation,New,tops,eBay
525,"sold  sep 14, 2019nwot reformation gwenyth wrap dress - s",249.00,Reformation,New,dresses,eBay
526,"sold  sep 14, 2019reformation nebraska linen dress size 6 nwt $218",105.50,Reformation,New,bras,eBay
527,"sold  sep 14, 2019nwot reformation daryn fletcher jacket small black blazer coat doen $300",128.00,Reformation,New,outerwear,eBay
528,"sold  sep 16, 2019$320 reformation women's roman midi black floral sun dress sleeveless size 12",45.47,Reformation,New,dresses,eBay
529,"sold  sep 16, 2019reformation florence skirt s small bnwt",51.08,Reformation,New,bottoms,eBay
530,"sold  sep 16, 2019reformation navy paisley mini wrap dress size xs nwt",49.82,Reformation,New,dresses,eBay
531,"sold  sep 16, 2019$78 reformation iris ribbed button down top size s small ",49.99,Reformation,New,tops,eBay
532,"sold  sep 16, 2019reformation lasker coat size medium",66.00,Reformation,New,outerwear,eBay
533,"sold  sep 16, 2019reformation lasker coat size medium",65.00,Reformation,New,outerwear,eBay
534,"sold  sep 16, 2019reformation blush wrap style midi dress size s, uk8-10 new",74.75,Reformation,New,dresses,eBay
535,"sold  sep 16, 2019nwot reformation white linen long dress side slit apron style size small",60.00,Reformation,New,dresses,eBay
536,"sold  sep 16, 2019new! reformation | clark striped ribbed tee shirt blue white long sleeve fitted",39.99,Reformation,New,tops,eBay
537,"sold  sep 16, 2019reformation henna wrap fringe dress black xs new",48.20,Reformation,New,dresses,eBay
538,"sold  sep 16, 2019new reformation sammi ribbed turtleneck mini dress lipstick red size small $148",58.98,Reformation,New,dresses,eBay
539,"sold  sep 15, 2019nwt new reformation crimini slipdress in size 10 ",75.00,Reformation,New,dresses,eBay
540,"sold  sep 15, 2019reformation zoe side slit midi skirt bebe size 6 sold out",140.00,Reformation,New,bottoms,eBay
541,"sold  sep 15, 2019new reformation lilah mini dress size small cap sleeve sheath keyhole 5248",79.99,Reformation,New,dresses,eBay
542,"sold  sep 15, 2019reformation kealy midi dress size 10 blue floral current nwt $218",115.00,Reformation,New,dresses,eBay
543,"sold  sep 15, 2019$200 reformation eileen stripe midi linen dress size 6",149.99,Reformation,New,dresses,eBay
544,"sold  sep 15, 2019reformation women’s bryce 29 ginger cut off relaxed jean shorts new nwt blue",59.99,Reformation,New,bottoms,eBay
545,"sold  sep 15, 2019reformation womens lexi lace up sleeveless square neck denim blouse blue size 4",32.00,Reformation,New,other,eBay
546,"sold  sep 15, 2019reformation black women's size 2 floral vanessa long sleeve dress, nwt!",149.99,Reformation,New,dresses,eBay
547,"sold  sep 15, 2019brand new reformation midi dress. blue. unworn with tags. uk- xs/ us- 0/ eu- 32",124.59,Reformation,New,bras,eBay
548,"sold  sep 15, 2019nwt reformation bridgette bodysuit small brandy melville faithfull",28.00,Reformation,New,bras,eBay
549,"sold  sep 15, 2019nwt reformation rose romper 6 jumpsuit linen christy dawn style",112.00,Reformation,New,jumpsuits,eBay
550,"sold  sep 15, 2019reformation britten dress",150.00,Reformation,New,dresses,eBay
551,"sold  sep 15, 2019reformation emmie lace trim linen camisole white m nwt $52",15.00,Reformation,New,other,eBay
552,"sold  sep 15, 2019reformation persimmon dress, size 4, red/white, perfect condition",54.00,Reformation,New,dresses,eBay
553,"sold  sep 15, 2019nwot reformation bruno dress 2 xs s as seen on lily aldridge and christy dawn",65.00,Reformation,New,dresses,eBay
554,"sold  sep 15, 2019stunning reformation 'heidi' floral midi dress bell sleeve 70s us 0/2 uk 4/6 xs",74.75,Reformation,New,dresses,eBay
555,"sold  sep 15, 2019nwt reformation lou dress small emerald green",89.00,Reformation,New,dresses,eBay
556,"sold  sep 15, 2019nwt reformation jeans black lou dress s",75.00,Reformation,New,bottoms,eBay
557,"sold  sep 15, 2019reformation gisele top",34.99,Reformation,New,tops,eBay
558,"sold  sep 15, 2019reformation bermuda dress size l",38.00,Reformation,New,dresses,eBay
559,"sold  sep 15, 2019reformation tori dress size 12",42.00,Reformation,New,dresses,eBay
560,"sold  sep 15, 2019nwt reformation marci dress in blush pink flare bottom size small $118.00",98.00,Reformation,New,dresses,eBay
561,"sold  sep 15, 2019reformation stevie minidress in ansel size 0",60.00,Reformation,New,dresses,eBay
562,"sold  sep 15, 2019reformation 'barton' wool coat, camel, current season --  xs",299.99,Reformation,New,outerwear,eBay
563,"sold  sep 15, 2019nwt reformation marine jean white high rise wide cropped legs sz 25",89.99,Reformation,New,bottoms,eBay
564,"sold  sep 15, 2019reformation serengeti yellow linen midi dress w/ belt nwot size 8",69.00,Reformation,New,dresses,eBay
565,"sold  sep 15, 2019reformation body con stylish size 8 / xs stunning 80s dress vintage look",26.16,Reformation,New,dresses,eBay
566,"sold  sep 15, 2019reformation red & black velvet onyx dress",100.00,Reformation,New,dresses,eBay
567,"sold  sep 15, 2019brand new reformation alma midi dress leopard sz 2 nwt $218",140.00,Reformation,New,bras,eBay
568,"sold  sep 15, 2019reformation liza dress size 4 silk nwt",100.00,Reformation,New,dresses,eBay
569,"sold  sep 14, 2019nwt reformation black caressa dress small sold out fast",65.00,Reformation,New,dresses,eBay
570,"sold  sep 14, 2019nwt reformation nelly high neck mock top ribbed knit red fitted size xs",35.00,Reformation,New,tops,eBay
571,"sold  sep 14, 2019reformation daisy top size xs",47.00,Reformation,New,tops,eBay
572,"sold  sep 14, 2019reformation bardot tee top ribbed xs s nwt black ballet square neck",40.00,Reformation,New,tops,eBay
573,"sold  sep 14, 2019nwot reformation gwenyth wrap dress - s",249.00,Reformation,New,dresses,eBay
574,"sold  sep 14, 2019reformation nebraska linen dress size 6 nwt $218",105.50,Reformation,New,bras,eBay
575,"sold  sep 14, 2019nwot reformation daryn fletcher jacket small black blazer coat doen $300",128.00,Reformation,New,outerwear,eBay
576,"sold  sep 16, 2019$320 reformation women's roman midi black floral sun dress sleeveless size 12",45.47,Reformation,New,dresses,eBay
577,"sold  sep 16, 2019reformation florence skirt s small bnwt",51.08,Reformation,New,bottoms,eBay
578,"sold  sep 16, 2019reformation navy paisley mini wrap dress size xs nwt",49.82,Reformation,New,dresses,eBay
579,"sold  sep 16, 2019$78 reformation iris ribbed button down top size s small ",49.99,Reformation,New,tops,eBay
580,"sold  sep 16, 2019reformation lasker coat size medium",66.00,Reformation,New,outerwear,eBay
581,"sold  sep 16, 2019reformation lasker coat size medium",65.00,Reformation,New,outerwear,eBay
582,"sold  sep 16, 2019reformation blush wrap style midi dress size s, uk8-10 new",74.75,Reformation,New,dresses,eBay
583,"sold  sep 16, 2019nwot reformation white linen long dress side slit apron style size small",60.00,Reformation,New,dresses,eBay
584,"sold  sep 16, 2019new reformation sammi ribbed turtleneck mini dress lipstick red size small $148",58.98,Reformation,New,dresses,eBay
585,"sold  sep 15, 2019nwt new reformation crimini slipdress in size 10 ",75.00,Reformation,New,dresses,eBay
586,"sold  sep 15, 2019reformation zoe side slit midi skirt bebe size 6 sold out",140.00,Reformation,New,bottoms,eBay
587,"sold  sep 15, 2019new reformation lilah mini dress size small cap sleeve sheath keyhole 5248",79.99,Reformation,New,dresses,eBay
588,"sold  sep 15, 2019reformation kealy midi dress size 10 blue floral current nwt $218",115.00,Reformation,New,dresses,eBay
589,"sold  sep 15, 2019$200 reformation eileen stripe midi linen dress size 6",149.99,Reformation,New,dresses,eBay
590,"sold  sep 15, 2019reformation women’s bryce 29 ginger cut off relaxed jean shorts new nwt blue",59.99,Reformation,New,bottoms,eBay
591,"sold  sep 15, 2019reformation womens lexi lace up sleeveless square neck denim blouse blue size 4",32.00,Reformation,New,other,eBay
592,"sold  sep 15, 2019reformation black women's size 2 floral vanessa long sleeve dress, nwt!",149.99,Reformation,New,dresses,eBay
593,"sold  sep 15, 2019brand new reformation midi dress. blue. unworn with tags. uk- xs/ us- 0/ eu- 32",124.59,Reformation,New,bras,eBay
594,"sold  sep 15, 2019nwt reformation bridgette bodysuit small brandy melville faithfull",28.00,Reformation,New,bras,eBay
595,"sold  sep 15, 2019nwt reformation rose romper 6 jumpsuit linen christy dawn style",112.00,Reformation,New,jumpsuits,eBay
596,"sold  sep 15, 2019reformation britten dress",150.00,Reformation,New,dresses,eBay
597,"sold  sep 15, 2019reformation emmie lace trim linen camisole white m nwt $52",15.00,Reformation,New,other,eBay
598,"sold  sep 15, 2019reformation persimmon dress, size 4, red/white, perfect condition",54.00,Reformation,New,dresses,eBay
599,"sold  sep 15, 2019nwot reformation bruno dress 2 xs s as seen on lily aldridge and christy dawn",65.00,Reformation,New,dresses,eBay
600,"sold  sep 15, 2019stunning reformation 'heidi' floral midi dress bell sleeve 70s us 0/2 uk 4/6 xs",74.75,Reformation,New,dresses,eBay
601,"sold  sep 15, 2019nwt reformation lou dress small emerald green",89.00,Reformation,New,dresses,eBay
602,"sold  sep 15, 2019nwt reformation jeans black lou dress s",75.00,Reformation,New,bottoms,eBay
603,"sold  sep 15, 2019reformation gisele top",34.99,Reformation,New,tops,eBay
604,"sold  sep 15, 2019reformation bermuda dress size l",38.00,Reformation,New,dresses,eBay
605,"sold  sep 15, 2019reformation tori dress size 12",42.00,Reformation,New,dresses,eBay
606,"sold  sep 15, 2019nwt reformation marci dress in blush pink flare bottom size small $118.00",98.00,Reformation,New,dresses,eBay
607,"sold  sep 15, 2019reformation stevie minidress in ansel size 0",60.00,Reformation,New,dresses,eBay
608,"sold  sep 15, 2019reformation 'barton' wool coat, camel, current season --  xs",299.99,Reformation,New,outerwear,eBay
609,"sold  sep 15, 2019nwt reformation marine jean white high rise wide cropped legs sz 25",89.99,Reformation,New,bottoms,eBay
610,"sold  sep 15, 2019reformation serengeti yellow linen midi dress w/ belt nwot size 8",69.00,Reformation,New,dresses,eBay
611,"sold  sep 15, 2019reformation body con stylish size 8 / xs stunning 80s dress vintage look",26.16,Reformation,New,dresses,eBay
612,"sold  sep 15, 2019reformation red & black velvet onyx dress",100.00,Reformation,New,dresses,eBay
613,"sold  sep 15, 2019brand new reformation alma midi dress leopard sz 2 nwt $218",140.00,Reformation,New,bras,eBay
614,"sold  sep 15, 2019reformation liza dress size 4 silk nwt",100.00,Reformation,New,dresses,eBay
615,"sold  sep 14, 2019nwt reformation black caressa dress small sold out fast",65.00,Reformation,New,dresses,eBay
616,"sold  sep 14, 2019nwt reformation nelly high neck mock top ribbed knit red fitted size xs",35.00,Reformation,New,tops,eBay
617,"sold  sep 14, 2019reformation daisy top size xs",47.00,Reformation,New,tops,eBay
618,"sold  sep 14, 2019reformation bardot tee top ribbed xs s nwt black ballet square neck",40.00,Reformation,New,tops,eBay
619,"sold  sep 14, 2019nwot reformation gwenyth wrap dress - s",249.00,Reformation,New,dresses,eBay
620,"sold  sep 14, 2019reformation nebraska linen dress size 6 nwt $218",105.50,Reformation,New,bras,eBay
621,"sold  sep 14, 2019nwot reformation daryn fletcher jacket small black blazer coat doen $300",128.00,Reformation,New,outerwear,eBay
622,"sold  sep 14, 2019reformation graciella dress - black - size 2",175.00,Reformation,New,dresses,eBay
623,"sold  sep 14, 2019reformation navy blue crepe gavin cap sleeve cutout back high slit midi dress 2",199.95,Reformation,New,dresses,eBay
624,"sold  sep 16, 2019$320 reformation women's roman midi black floral sun dress sleeveless size 12",45.47,Reformation,New,dresses,eBay
625,"sold  sep 16, 2019reformation florence skirt s small bnwt",51.08,Reformation,New,bottoms,eBay
626,"sold  sep 16, 2019reformation navy paisley mini wrap dress size xs nwt",49.82,Reformation,New,dresses,eBay
627,"sold  sep 16, 2019$78 reformation iris ribbed button down top size s small ",49.99,Reformation,New,tops,eBay
628,"sold  sep 16, 2019reformation lasker coat size medium",66.00,Reformation,New,outerwear,eBay
629,"sold  sep 16, 2019reformation lasker coat size medium",65.00,Reformation,New,outerwear,eBay
630,"sold  sep 16, 2019reformation blush wrap style midi dress size s, uk8-10 new",74.75,Reformation,New,dresses,eBay
631,"sold  sep 16, 2019nwot reformation white linen long dress side slit apron style size small",60.00,Reformation,New,dresses,eBay
632,"sold  sep 16, 2019new! reformation | clark striped ribbed tee shirt blue white long sleeve fitted",39.99,Reformation,New,tops,eBay
633,"sold  sep 16, 2019reformation henna wrap fringe dress black xs new",48.20,Reformation,New,dresses,eBay
634,"sold  sep 16, 2019new reformation sammi ribbed turtleneck mini dress lipstick red size small $148",58.98,Reformation,New,dresses,eBay
635,"sold  sep 15, 2019nwt new reformation crimini slipdress in size 10 ",75.00,Reformation,New,dresses,eBay
636,"sold  sep 15, 2019reformation zoe side slit midi skirt bebe size 6 sold out",140.00,Reformation,New,bottoms,eBay
